,case_id,activity,timestamp,date,resource,group,ct,at,tt,case_start,case_end,case_duration_days
1161,1-422418092,Queued-Awaiting Assignment,2010-11-20 03:25:24,2010-11-20,Viktoria,S30 2nd,Medium impact,,6-Sat,2010-11-20 03:20:40,2012-03-07 00:07:20,472
1182,1-423724447,Accepted-In Progress,2010-11-24 20:46:46,2010-11-24,Helene,S30 2nd,Medium impact,,3-Wed,2010-11-24 20:46:46,2012-01-17 00:16:01,418
1218,1-424243405,Accepted-In Progress,2010-11-25 20:34:35,2010-11-25,Eric,S33 2nd,Medium impact,,4-Thu,2010-11-25 20:34:35,2012-02-15 06:05:03,446
788,1-385201933,Accepted-Wait,2010-12-05 22:27:07,2010-12-05,Per,S33 2nd,High impact,,7-Sun,2010-07-08 12:50:41,2012-01-26 20:39:55,567
967,1-404005175,Accepted-Wait,2010-12-05 22:28:02,2010-12-05,Per,S33 2nd,Low impact,,7-Sun,2010-09-24 00:32:09,2012-01-26 21:06:11,489
1248,1-427955007,Accepted-In Progress,2010-12-07 23:24:36,2010-12-07,Roland,S33 2nd,Medium impact,,2-Tue,2010-12-07 23:24:36,2012-01-26 19:47:59,414
1264,1-429498598,Accepted-In Progress,2010-12-13 17:41:40,2010-12-13,Gustav,S30 2nd,Medium impact,,1-Mon,2010-12-13 17:41:40,2012-02-01 19:47:23,415
1297,1-430880486,Accepted-In Progress,2010-12-16 20:55:48,2010-12-16,Katarina,S33 2nd,Medium impact,,4-Thu,2010-12-16 20:55:48,2012-02-29 23:38:04,440
1313,1-432687815,Accepted-In Progress,2010-12-22 22:09:10,2010-12-22,Bengt,G88 2nd,High impact,,3-Wed,2010-12-22 22:09:10,2012-04-02 18:35:12,466
1314,1-432687815,Accepted-Assigned,2010-12-22 22:16:21,2010-12-22,Bengt,G88 2nd,High impact,,3-Wed,2010-12-22 22:09:10,2012-04-02 18:35:12,466
1135,1-418890453,Completed-Closed,2010-12-29 19:30:03,2010-12-29,Gustav,S30 2nd,Medium impact,,3-Wed,2010-11-10 19:48:43,2012-02-22 00:25:20,468
1136,1-418890453,Accepted-In Progress,2010-12-29 19:37:12,2010-12-29,Gustav,S30 2nd,Medium impact,,3-Wed,2010-11-10 19:48:43,2012-02-22 00:25:20,468
940,1-402212071,Accepted-Wait,2010-12-29 20:21:28,2010-12-29,Helene,S30 2nd,Medium impact,,3-Wed,2010-09-16 18:24:07,2012-01-16 23:49:15,487
1381,1-438526021,Accepted-In Progress,2011-01-13 01:59:25,2011-01-13,Eric,S33 2nd,Medium impact,,4-Thu,2011-01-13 01:59:25,2012-01-09 19:16:26,361
1386,1-439833168,Accepted-In Progress,2011-01-14 22:10:28,2011-01-14,Per,S33 2nd,Low impact,,5-Fri,2011-01-14 22:10:28,2012-03-01 00:27:57,411
1389,1-439863114,Accepted-In Progress,2011-01-14 22:39:54,2011-01-14,Eric,S33 2nd,Low impact,,5-Fri,2011-01-14 22:39:54,2012-01-09 19:30:57,359
1387,1-439833168,Accepted-Wait,2011-01-14 23:54:33,2011-01-14,Per,S33 2nd,Low impact,,5-Fri,2011-01-14 22:10:28,2012-03-01 00:27:57,411
970,1-404084309,Accepted-Wait,2011-01-14 23:54:47,2011-01-14,Per,S33 2nd,Low impact,,5-Fri,2010-09-24 03:58:12,2012-03-01 00:32:38,523
1249,1-427955007,Accepted-Wait,2011-01-18 19:59:26,2011-01-18,Roland,S33 2nd,Medium impact,,2-Tue,2010-12-07 23:24:36,2012-01-26 19:47:59,414
916,1-397806545,Accepted-In Progress,2011-01-20 08:05:00,2011-01-20,Mikael,S33 2nd,High impact,,4-Thu,2010-09-02 17:57:26,2012-01-20 02:11:17,504
1405,1-443175071,Accepted-In Progress,2011-01-21 02:18:05,2011-01-21,Katarina,S33 2nd,Medium impact,,5-Fri,2011-01-21 02:18:05,2012-03-19 17:18:42,423
1250,1-427955007,Accepted-In Progress,2011-01-26 16:48:18,2011-01-26,Roland,S33 2nd,Medium impact,,3-Wed,2010-12-07 23:24:36,2012-01-26 19:47:59,414
1493,1-479002951,Accepted-In Progress,2011-02-04 23:21:41,2011-02-04,Per,S33 2nd,High impact,,5-Fri,2011-02-04 23:21:41,2012-02-29 23:27:21,390
1496,1-489198755,Accepted-In Progress,2011-02-09 01:10:53,2011-02-09,Katarina,S33 2nd,Medium impact,,3-Wed,2011-02-09 01:10:53,2012-02-15 01:45:26,371
1507,1-495101458,Accepted-In Progress,2011-02-11 00:22:20,2011-02-11,Gustav,S30 2nd,Medium impact,,5-Fri,2011-02-11 00:22:20,2012-02-22 00:29:35,376
1575,1-502353485,Accepted-In Progress,2011-02-23 19:17:42,2011-02-23,Eric,S33 2nd,High impact,,3-Wed,2011-02-23 19:17:42,2012-03-07 21:28:01,378
1582,1-502769178,Accepted-In Progress,2011-02-24 02:45:04,2011-02-24,Joakim,S33 2nd,Medium impact,,4-Thu,2011-02-24 02:45:04,2012-01-25 20:20:10,335
1583,1-502769178,Accepted-In Progress,2011-02-24 02:52:29,2011-02-24,Joakim,S33 2nd,Medium impact,,4-Thu,2011-02-24 02:45:04,2012-01-25 20:20:10,335
1589,1-504048859,Accepted-In Progress,2011-02-26 04:01:03,2011-02-26,Eric,S33 2nd,Medium impact,,6-Sat,2011-02-26 04:01:03,2012-01-09 19:20:18,317
1611,1-506092586,Accepted-In Progress,2011-03-07 21:36:20,2011-03-07,Per,S33 2nd,High impact,,1-Mon,2011-03-07 21:36:20,2012-01-26 20:25:15,324
1613,1-506108491,Accepted-In Progress,2011-03-07 21:38:53,2011-03-07,Håkan,S33 2nd,Medium impact,,1-Mon,2011-03-07 21:38:53,2012-01-23 20:15:22,321
1614,1-506108491,Accepted-Wait,2011-03-10 18:18:14,2011-03-10,Håkan,S33 2nd,Medium impact,,4-Thu,2011-03-07 21:38:53,2012-01-23 20:15:22,321
917,1-397806545,Accepted-Wait,2011-03-10 18:18:34,2011-03-10,Mikael,S33 2nd,High impact,,4-Thu,2010-09-02 17:57:26,2012-01-20 02:11:17,504
1494,1-479002951,Accepted-Wait,2011-03-13 22:11:06,2011-03-13,Per,S33 2nd,High impact,,7-Sun,2011-02-04 23:21:41,2012-02-29 23:27:21,390
1626,1-507679771,Accepted-In Progress,2011-03-15 00:04:30,2011-03-15,Katarina,S33 2nd,Medium impact,,2-Tue,2011-03-15 00:04:30,2012-02-02 01:12:52,324
1298,1-430880486,Accepted-Wait,2011-03-22 02:11:52,2011-03-22,Katarina,S33 2nd,Medium impact,,2-Tue,2010-12-16 20:55:48,2012-02-29 23:38:04,440
1497,1-489198755,Accepted-Wait,2011-03-22 02:26:55,2011-03-22,Katarina,S33 2nd,Medium impact,,2-Tue,2011-02-09 01:10:53,2012-02-15 01:45:26,371
1406,1-443175071,Accepted-Wait,2011-03-22 02:30:18,2011-03-22,Katarina,S33 2nd,Medium impact,,2-Tue,2011-01-21 02:18:05,2012-03-19 17:18:42,423
1646,1-509892697,Accepted-In Progress,2011-03-24 01:42:24,2011-03-24,Mikael,S33 2nd,Low impact,,4-Thu,2011-03-24 01:42:24,2012-01-24 02:30:27,306
1657,1-510142147,Accepted-In Progress,2011-03-24 23:03:32,2011-03-24,Gustav,S30 2nd,High impact,,4-Thu,2011-03-24 23:03:32,2012-01-31 18:45:09,312
1688,1-513031774,Accepted-In Progress,2011-04-05 16:39:04,2011-04-05,Roland,S33 2nd,Low impact,,2-Tue,2011-04-05 16:39:04,2012-03-14 00:47:40,343
1647,1-509892697,Accepted-Wait,2011-04-07 08:13:29,2011-04-07,Mikael,S33 2nd,Low impact,,4-Thu,2011-03-24 01:42:24,2012-01-24 02:30:27,306
1738,1-515461174,Accepted-In Progress,2011-04-11 23:56:28,2011-04-11,Roland,S33 2nd,Low impact,,1-Mon,2011-04-11 23:56:28,2012-03-26 17:27:45,349
1777,1-516860557,Accepted-In Progress,2011-04-14 21:59:47,2011-04-14,Gustav,S30 2nd,Medium impact,,4-Thu,2011-04-14 21:59:47,2012-02-22 00:31:54,313
1823,1-519020627,Accepted-In Progress,2011-04-20 20:22:30,2011-04-20,Gilles,G88 2nd,Low impact,,3-Wed,2011-04-20 20:22:30,2012-04-18 23:18:29,364
1877,1-520127960,Accepted-In Progress,2011-04-25 14:46:33,2011-04-25,Per,S33 2nd,High impact,,1-Mon,2011-04-25 14:46:33,2012-01-26 20:31:40,276
1878,1-520127960,Accepted-Assigned,2011-04-25 14:48:34,2011-04-25,Per,S33 2nd,High impact,,1-Mon,2011-04-25 14:46:33,2012-01-26 20:31:40,276
1251,1-427955007,Accepted-Wait,2011-04-28 16:46:03,2011-04-28,Roland,S33 2nd,Medium impact,,4-Thu,2010-12-07 23:24:36,2012-01-26 19:47:59,414
1576,1-502353485,Accepted-Wait,2011-05-04 16:18:17,2011-05-04,Eric,S33 2nd,High impact,,3-Wed,2011-02-23 19:17:42,2012-03-07 21:28:01,378
1382,1-438526021,Accepted-Wait,2011-05-04 16:20:36,2011-05-04,Eric,S33 2nd,Medium impact,,3-Wed,2011-01-13 01:59:25,2012-01-09 19:16:26,361
1590,1-504048859,Accepted-Wait,2011-05-04 16:21:13,2011-05-04,Eric,S33 2nd,Medium impact,,3-Wed,2011-02-26 04:01:03,2012-01-09 19:20:18,317
1219,1-424243405,Accepted-Wait,2011-05-04 16:24:58,2011-05-04,Eric,S33 2nd,Medium impact,,3-Wed,2010-11-25 20:34:35,2012-02-15 06:05:03,446
1390,1-439863114,Accepted-Wait,2011-05-04 16:27:15,2011-05-04,Eric,S33 2nd,Low impact,,3-Wed,2011-01-14 22:39:54,2012-01-09 19:30:57,359
1584,1-502769178,Accepted-Wait,2011-05-04 18:05:50,2011-05-04,Joakim,S33 2nd,Medium impact,,3-Wed,2011-02-24 02:45:04,2012-01-25 20:20:10,335
1965,1-524356958,Accepted-In Progress,2011-05-10 15:37:04,2011-05-10,Eric,S33 2nd,Medium impact,,2-Tue,2011-05-10 15:37:04,2012-01-09 19:28:28,244
1966,1-524356958,Accepted-Wait,2011-05-10 15:37:21,2011-05-10,Eric,S33 2nd,Medium impact,,2-Tue,2011-05-10 15:37:04,2012-01-09 19:28:28,244
1993,1-525589021,Accepted-In Progress,2011-05-14 01:23:13,2011-05-14,Katarina,S33 2nd,Medium impact,,6-Sat,2011-05-14 01:23:13,2012-02-02 01:40:02,264
1995,1-526037041,Accepted-In Progress,2011-05-16 23:09:56,2011-05-16,Katarina,S33 2nd,Medium impact,,1-Mon,2011-05-16 23:09:56,2012-02-02 01:50:06,261
2003,1-526369142,Accepted-In Progress,2011-05-17 22:37:22,2011-05-17,Gustav,S30 2nd,Low impact,,2-Tue,2011-05-17 22:37:22,2012-02-22 00:34:36,280
2018,1-526647987,Accepted-In Progress,2011-05-18 17:46:34,2011-05-18,Gustav,S30 2nd,High impact,,3-Wed,2011-05-18 17:46:34,2012-02-22 00:20:52,279
2021,1-527208576,Accepted-In Progress,2011-05-20 07:28:42,2011-05-20,Roland,S33 2nd,Low impact,,5-Fri,2011-05-20 07:28:42,2012-02-09 07:43:06,265
2110,1-532816930,Accepted-In Progress,2011-06-11 01:33:05,2011-06-11,Eric,S33 2nd,Medium impact,,6-Sat,2011-06-11 01:33:05,2012-01-09 19:29:29,212
2111,1-532816930,Accepted-In Progress,2011-06-11 01:34:10,2011-06-11,Eric,S33 2nd,Medium impact,,6-Sat,2011-06-11 01:33:05,2012-01-09 19:29:29,212
2229,1-538297321,Accepted-Assigned,2011-07-01 20:28:18,2011-07-01,Magnus,S33 2nd,Low impact,,5-Fri,2011-07-01 20:28:18,2012-02-16 21:00:18,230
2235,1-538411483,Accepted-In Progress,2011-07-02 01:48:55,2011-07-02,Mikael,S33 2nd,Medium impact,,6-Sat,2011-07-02 01:48:55,2012-01-31 02:58:49,213
2246,1-539083171,Accepted-In Progress,2011-07-05 22:33:46,2011-07-05,Katarina,S33 2nd,Medium impact,,2-Tue,2011-07-05 22:33:46,2012-05-24 02:00:04,323
2424,1-544876956,Accepted-In Progress,2011-08-03 15:37:05,2011-08-03,Arun,G88 2nd,Low impact,,3-Wed,2011-08-03 15:37:05,2012-01-24 18:17:58,174
2505,1-550611848,Accepted-In Progress,2011-08-17 00:45:30,2011-08-17,Bharath,S33 2nd,Medium impact,,3-Wed,2011-08-17 00:45:30,2012-05-04 19:56:48,261
2500,1-550577363,Accepted-In Progress,2011-08-17 00:50:16,2011-08-17,Sathish,G88 2nd,Medium impact,,3-Wed,2011-08-17 00:50:16,2012-01-05 16:43:17,141
2501,1-550577363,Accepted-Wait,2011-08-17 00:54:00,2011-08-17,Sathish,G88 2nd,Medium impact,,3-Wed,2011-08-17 00:50:16,2012-01-05 16:43:17,141
2502,1-550577363,Accepted-Wait,2011-08-17 00:54:13,2011-08-17,Sathish,G88 2nd,Medium impact,,3-Wed,2011-08-17 00:50:16,2012-01-05 16:43:17,141
2564,1-560703011,Accepted-In Progress,2011-08-23 22:30:43,2011-08-23,Gustav,S30 2nd,Low impact,,2-Tue,2011-08-23 22:30:43,2012-02-22 00:42:50,182
1265,1-429498598,Accepted-In Progress,2011-08-26 21:58:26,2011-08-26,Gustav,S30 2nd,Medium impact,,5-Fri,2010-12-13 17:41:40,2012-02-01 19:47:23,415
599,1-376424233,Accepted-In Progress,2011-08-26 22:14:03,2011-08-26,Gustav,S30 2nd,High impact,,5-Fri,2010-05-28 18:41:08,2012-01-16 22:42:34,598
1658,1-510142147,Accepted-In Progress,2011-08-26 23:28:34,2011-08-26,Gustav,S30 2nd,High impact,,5-Fri,2011-03-24 23:03:32,2012-01-31 18:45:09,312
1315,1-432687815,Accepted-In Progress,2011-08-31 19:03:38,2011-08-31,Bengt,G88 2nd,High impact,,3-Wed,2010-12-22 22:09:10,2012-04-02 18:35:12,466
1585,1-502769178,Queued-Awaiting Assignment,2011-09-05 18:10:57,2011-09-05,Joakim,S33 2nd,Medium impact,,1-Mon,2011-02-24 02:45:04,2012-01-25 20:20:10,335
2690,1-567718361,Accepted-In Progress,2011-09-06 18:29:51,2011-09-06,Fredrik,G88 2nd,Medium impact,,2-Tue,2011-09-06 18:29:51,2012-03-27 02:00:49,202
2738,1-573280988,Accepted-In Progress,2011-09-13 00:27:08,2011-09-13,Gustav,S30 2nd,Low impact,,2-Tue,2011-09-13 00:27:08,2012-02-22 00:44:10,162
2795,1-574222268,Accepted-In Progress,2011-09-15 00:33:52,2011-09-15,David,S30 2nd,Medium impact,,4-Thu,2011-09-15 00:33:52,2012-01-31 06:46:22,138
188,1-345255471,Queued-Awaiting Assignment,2011-09-23 23:06:05,2011-09-23,Mats,G88 2nd,Medium impact,,5-Fri,2010-01-15 00:02:21,2012-02-08 17:14:29,754
2923,1-578252937,Accepted-In Progress,2011-09-27 22:03:45,2011-09-27,Lars-Ove,G88 2nd,Low impact,,2-Tue,2011-09-27 22:03:45,2012-04-17 20:36:39,202
2925,1-578579972,Accepted-In Progress,2011-09-28 17:32:35,2011-09-28,Håkan,S33 2nd,Low impact,,3-Wed,2011-09-28 17:32:35,2012-01-16 19:22:21,110
2943,1-578686199,Accepted-In Progress,2011-09-28 22:01:35,2011-09-28,Antony,G88 2nd,Medium impact,,3-Wed,2011-09-28 22:01:35,2012-04-16 19:49:57,200
2960,1-579250167,Accepted-In Progress,2011-09-30 12:22:34,2011-09-30,Hineesh,G88 2nd,Medium impact,,5-Fri,2011-09-30 12:22:34,2012-04-12 22:37:07,195
2993,1-579636429,Accepted-In Progress,2011-10-01 05:11:41,2011-10-01,Roland,S33 2nd,Medium impact,,6-Sat,2011-10-01 05:11:41,2012-01-26 20:38:12,117
2999,1-580325905,Accepted-In Progress,2011-10-03 22:50:45,2011-10-03,Eric,S33 2nd,Medium impact,,1-Mon,2011-10-03 22:50:45,2012-01-09 19:30:10,97
3027,1-581815727,Accepted-In Progress,2011-10-06 01:35:45,2011-10-06,Robert,G88 2nd,Major impact,,4-Thu,2011-10-06 01:35:45,2012-01-12 14:42:35,98
3028,1-581815727,Queued-Awaiting Assignment,2011-10-06 01:41:36,2011-10-06,Robert,G88 2nd,Major impact,,4-Thu,2011-10-06 01:35:45,2012-01-12 14:42:35,98
3049,1-582401721,Accepted-In Progress,2011-10-06 23:15:59,2011-10-06,Gustav,S30 2nd,Medium impact,,4-Thu,2011-10-06 23:15:59,2012-02-22 00:57:29,138
3073,1-584776062,Accepted-In Progress,2011-10-11 23:38:52,2011-10-11,Samira,S33 2nd,High impact,,2-Tue,2011-10-11 23:38:52,2012-02-16 02:20:49,127
1030,1-407517548,Accepted-In Progress,2011-10-13 01:49:01,2011-10-13,Michael,G88 2nd,Medium impact,,4-Thu,2010-10-07 23:39:55,2012-01-12 02:15:59,461
3159,1-589099869,Accepted-In Progress,2011-10-18 20:06:35,2011-10-18,Torbjörn,S33 2nd,Low impact,,2-Tue,2011-10-18 20:06:35,2012-01-09 22:54:21,83
3184,1-590574771,Queued-Awaiting Assignment,2011-10-20 05:47:58,2011-10-20,Robert,G88 2nd,High impact,,4-Thu,2011-10-20 05:47:58,2012-01-04 16:12:48,76
3189,1-590579544,Accepted-In Progress,2011-10-20 05:55:35,2011-10-20,Roland,S33 2nd,High impact,,4-Thu,2011-10-20 05:55:35,2012-01-26 20:18:45,98
1586,1-502769178,Accepted-Assigned,2011-10-20 17:58:13,2011-10-20,Mikael,S33 2nd,Medium impact,,4-Thu,2011-02-24 02:45:04,2012-01-25 20:20:10,335
3185,1-590574771,Accepted-In Progress,2011-10-20 19:38:25,2011-10-20,Ramith,G88 2nd,High impact,,4-Thu,2011-10-20 05:47:58,2012-01-04 16:12:48,76
3191,1-591301260,Accepted-In Progress,2011-10-20 22:39:33,2011-10-20,Håkan,S33 2nd,Medium impact,,4-Thu,2011-10-20 22:39:33,2012-03-13 22:19:08,144
1967,1-524356958,Accepted-Wait,2011-10-21 05:20:55,2011-10-21,Eric,S33 2nd,Medium impact,,5-Fri,2011-05-10 15:37:04,2012-01-09 19:28:28,244
3217,1-593022224,Accepted-In Progress,2011-10-23 18:39:49,2011-10-23,Eric,S33 2nd,Medium impact,,7-Sun,2011-10-23 18:39:49,2012-01-09 19:21:47,78
3029,1-581815727,Accepted-Assigned,2011-10-25 17:26:57,2011-10-25,Jonathan,G88 2nd,Major impact,,2-Tue,2011-10-06 01:35:45,2012-01-12 14:42:35,98
3246,1-594666837,Accepted-In Progress,2011-10-25 23:23:06,2011-10-25,Jörgen,G88 2nd,Medium impact,,2-Tue,2011-10-25 23:23:06,2012-02-29 01:00:13,126
3259,1-595687232,Accepted-In Progress,2011-10-27 01:28:06,2011-10-27,Gustav,S30 2nd,Medium impact,,4-Thu,2011-10-27 01:28:06,2012-03-23 19:51:13,148
3264,1-596251950,Accepted-In Progress,2011-10-27 17:39:11,2011-10-27,Christer,S30 2nd,Medium impact,,4-Thu,2011-10-27 17:39:11,2012-03-23 22:52:47,148
3265,1-596251950,Accepted-Assigned,2011-10-27 20:37:42,2011-10-27,Christer,S30 2nd,Medium impact,,4-Thu,2011-10-27 17:39:11,2012-03-23 22:52:47,148
2022,1-527208576,Accepted-Wait,2011-10-27 21:59:32,2011-10-27,Roland,S33 2nd,Low impact,,4-Thu,2011-05-20 07:28:42,2012-02-09 07:43:06,265
3294,1-597231167,Accepted-In Progress,2011-10-28 22:17:58,2011-10-28,Pratap,G88 2nd,Medium impact,,5-Fri,2011-10-28 22:17:58,2012-03-09 22:07:07,132
3295,1-597231167,Accepted-In Progress,2011-10-28 22:27:42,2011-10-28,Pratap,G88 2nd,Medium impact,,5-Fri,2011-10-28 22:17:58,2012-03-09 22:07:07,132
3260,1-595687232,Accepted-In Progress,2011-11-01 18:25:19,2011-11-01,Gustav,S30 2nd,Medium impact,,2-Tue,2011-10-27 01:28:06,2012-03-23 19:51:13,148
3261,1-595687232,Accepted-Assigned,2011-11-01 18:26:11,2011-11-01,Jonas,S30 2nd,Medium impact,,2-Tue,2011-10-27 01:28:06,2012-03-23 19:51:13,148
3346,1-599626401,Queued-Awaiting Assignment,2011-11-02 01:12:37,2011-11-02,Robert,G88 2nd,High impact,,3-Wed,2011-11-02 01:12:37,2012-01-07 03:56:19,66
3350,1-600432558,Accepted-In Progress,2011-11-02 18:00:44,2011-11-02,Andreas,S30 2nd,High impact,,3-Wed,2011-11-02 18:00:44,2012-01-30 22:43:57,89
3351,1-600432558,Accepted-Assigned,2011-11-02 18:03:13,2011-11-02,Andreas,S30 2nd,High impact,,3-Wed,2011-11-02 18:00:44,2012-01-30 22:43:57,89
3186,1-590574771,Completed-Closed,2011-11-07 04:42:28,2011-11-07,Ramith,G88 2nd,High impact,,1-Mon,2011-10-20 05:47:58,2012-01-04 16:12:48,76
3438,1-603537274,Accepted-In Progress,2011-11-07 15:50:44,2011-11-07,KumarGuru,G88 2nd,Medium impact,,1-Mon,2011-11-07 15:50:44,2012-05-28 15:16:32,202
3439,1-603537274,Accepted-Wait,2011-11-07 15:51:29,2011-11-07,KumarGuru,G88 2nd,Medium impact,,1-Mon,2011-11-07 15:50:44,2012-05-28 15:16:32,202
3440,1-603537274,Accepted-Assigned,2011-11-07 15:51:56,2011-11-07,KumarGuru,G88 2nd,Medium impact,,1-Mon,2011-11-07 15:50:44,2012-05-28 15:16:32,202
3347,1-599626401,Accepted-Assigned,2011-11-07 17:23:28,2011-11-07,Joshua,G88 2nd,High impact,,1-Mon,2011-11-02 01:12:37,2012-01-07 03:56:19,66
